label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
1	416 mph	-1.061	Bakersfield	San Diego	0.501	1147	2101	Data Science, Biotechnology	347 kg	70	-3	-0.3747	-625 kg
4	412 mph	-0.7621	Fresno	Los Angeles	1.9378	980	532	Statistics, Games and Playable Media	-619 kg	-242	1069	1.3567	-431 kg
2	660 mph	-0.6741	San Diego	Santa Ana	1.4783	1433	-997	Computer Engineering	424 kg	618	691	0.1091	-239 kg
3	-1102 mph	-0.174	Riverside	Moreno Valley	0.798	803	-1085	Computer Engineering	51 kg	740	-936	2.3008	231 kg
5	2011 mph	2.272	Moreno Valley	Bakersfield, San Jose, San Bernardino	1.7999	89	-500	Applied Mathematics	1061 kg	-755	-462	1.5046	1103 kg
1	1543 mph	1.1208	Long Beach	Riverside, Oakland, Long Beach	0.6132	-254	610	Data Science, Electrical Engineering, Biotechnology	64 kg	-829	-896	-0.9244	-243 kg
3	1736 mph	-0.3308	Riverside	Fremont	0.7727	1443	-399	Computer Engineering	132 kg	1084	1743	0.3208	2298 kg
2	889 mph	0.5893	San Diego	Santa Ana, Santa Clarita	0.5046	52	-239	Computer Science	771 kg	-562	2838	-1.5215	291 kg
2	1377 mph	1.9976	Los Angeles	Sacramento, Santa Clarita	0.8744	-27	-1322	Computer Science	894 kg	178	133	-0.4901	-650 kg
2	1409 mph	0.4443	San Diego	Modesto, Stockton	1.7405	1214	995	Computer Science	170 kg	817	1511	0.4122	738 kg
5	1070 mph	0.8646	Moreno Valley	San Bernardino, Bakersfield, San Francisco	0.9717	607	95	Computational Media, Technology and Information Management	-750 kg	933	-191	0.3933	1065 kg
0	221 mph	0.1724	Santa Clarita	Moreno Valley	2.0326	1321	-41	Natural Language Processing, Human Computer Interaction	-758 kg	-711	1294	-0.2809	-1392 kg
1	-131 mph	-1.1558	Bakersfield	Long Beach	-1.1037	N/A	1589	Electrical Engineering	684 kg	108	-1071	-0.0565	892 kg
2	608 mph	0.3649	San Diego	Modesto, Santa Ana, Stockton	-0.3257	-493	462	Bioinformatics	995 kg	1063	609	0.8076	-125 kg
5	-494 mph	0.1425	San Bernardino	Bakersfield, San Bernardino	1.1454	401	393	Computational Media, Applied Mathematics	1063 kg	1647	1841	0.1763	442 kg
4	268 mph	-0.8796	Stockton	Los Angeles	2.3709	108	-1869	Statistics	962 kg	1403	1747	0.4742	942 kg
4	578 mph	-0.1856	Oakland	Los Angeles	0.6371	2026	158	Games and Playable Media	-526 kg	330	404	1.0935	1028 kg
5	817 mph	-0.0756	Moreno Valley	Bakersfield	1.3964	570	-1955	Computational Media, Technology and Information Management	-17 kg	-388	-72	0.0618	-110 kg
1	946 mph	1.4009	Long Beach	Long Beach	-0.9975	634	2243	Biotechnology, Data Science, Computer Game Design	-192 kg	-778	-738	0.3211	-537 kg
0	173 mph	1.6174	San Francisco	San Diego	1.2584	-19	1418	Applied Mathematics	-786 kg	627	26	-1.4438	511 kg
3	-891 mph	0.5533	Los Angeles	Anaheim	1.3747	636	-461	Computer Engineering	70 kg	1098	1412	-0.5325	-179 kg
5	-23 mph	0.0443	Moreno Valley	Bakersfield, San Jose	1.0627	-434	-564	technology and information management, computational media	354 kg	421	1887	1.1866	-832 kg
5	1102 mph	1.3412	San Bernardino	San Bernardino	0.2718	1130	-1483	Applied Mathematics	633 kg	2303	1006	2.0899	1128 kg
0	-880 mph	2.0942	Santa Clarita	Moreno Valley	0.0119	1470	1261	Human Computer Interaction	520 kg	489	-744	-0.0792	-481 kg
0	1939 mph	0.7571	Irvine	Moreno Valley, Fresno	-0.5039	-597	None	Electrical Engineering, Biotechnology, Computer Game Design	-412 kg	890	-193	-0.2707	497 kg
1	-76 mph	1.2451	Fremont	Long Beach, Riverside, Oakland	0.47	775	1337	Data Science, Computer Game Design	-384 kg	30	565	-0.4582	548 kg
4	522 mph	-0.2381	Stockton	Los Angeles	1.5281	1645	-1196	Games and Playable Media	540 kg	-167	-360	-0.1907	292 kg
4	2024 mph	0.0602	Fresno	Los Angeles	0.8689	953	1168	Robotics Engineering	-840 kg	-325	-955	0.4307	-417 kg
5	2190 mph	1.3507	Moreno Valley	Santa Ana	n/a	1369	-597	Computational Media	-781 kg	-367	-820	-0.3441	573 kg
1	923 mph	-0.1603	Santa Ana	Riverside	1.1577	334	1530	Data Science, Biotechnology, Computer Game Design	1109 kg	260		0.6294	928 kg
2	-1230 mph	0.6018	San Diego	Santa Clarita, Santa Ana, Modesto, Sacramento	0.9708	225	9	Bioinformatics	-434 kg	-232	-1044	0.1667	-690 kg
0	-1086 mph	0.9377	San Francisco	Los Angeles	1.6243	1382	821	Bioengineering	-1798 kg	387	-137	-0.7942	52 kg
0	454 mph	1.8115	Chula Vista	Fresno	-1.315	-213	1173	Bioengineering, Natural Language Processing	-422 kg	1668	-726	-0.3907	1118 kg
5	1477 mph	-0.7174	San Bernardino	Long Beach, Irvine, Oakland	-0.9297	-534	-963	Applied Mathematics, Computational Media	508 kg	1191	7	-0.198	441 kg
4	526 mph	0.5795	Oakland	San Diego	0.56	2381	581	Robotics Engineering, Games and Playable Media	-541 kg	375	-589	0.6557	-103 kg
5	1004 mph	0.7667	Modesto	San Francisco, Bakersfield	1.1532	1428	-147	Technology and Information Management	-731 kg	883	-845	-0.1016	28 kg
1	363 mph	0.2333	Long Beach	Irvine, Long Beach, Riverside	1.516	962	-1533	Electrical Engineering	-722 kg	-161	321	1.1645	174 kg
1	116 mph	0.0671	Bakersfield	Long Beach, Oakland, Irvine	-2.1373	1206	2186	Computer Game Design, Electrical Engineering	807 kg	279	-1858	1.1361	1638 kg
2	851 mph	0.0511	San Diego	Modesto, Sacramento, Santa Ana, Stockton	-0.9505	538	-141	Computer Science	-97 kg	890	-987	0.8745	923 kg
1	?	-1.3373	Fremont	Moreno Valley	-0.5625	285	341	Computer Game Design, Biotechnology	260 kg	1620	138	0.9055	362 kg
1	721 mph	0.686	Bakersfield	Long Beach, Irvine	-0.3232	1234	64	Biotechnology, Electrical Engineering	1076 kg	-339	-939	0.3279	-58 kg
1	742 mph	1.0157	Bakersfield	Irvine	1.2713	456	54	Data Science, Biotechnology	128 kg	-449	-429	1.3924	224 kg
5	120 mph	-0.0265	Moreno Valley	San Francisco, San Jose	-0.8472	84	430	Applied Mathematics	-1560 kg	-441	-595	0.712	-538 kg
2	-130 mph	1.7255	San Diego	Los Angeles	0.8573	-840	-808	Technology and Information Management	660 kg	8	-12	-0.2762	1084 kg
1	606 mph	0.4797	Fremont	Oakland, Riverside, Irvine	0.6749	447	2148	Electrical Engineering, Biotechnology, Data Science	326 kg	68	791	-0.888	1409 kg
4	608 mph	0.3172	Oakland	Los Angeles	-1.0179	1298	1986	Statistics	789 kg	-425	687	2.2646	-283 kg
3	841 mph	1.4159	Riverside	Anaheim	-0.8646	737	767	Computer Engineering	583 kg	173	-1359	0.6229	657 kg
0	1822 mph	0.1614	Chula Vista	Chula Vista	-0.6214	1366	-126	Computer Engineering	846 kg	1266	157	0.2214	506 kg
5	498 mph	2.0027	Moreno Valley	San Jose, San Francisco, Bakersfield	0.967	-423	352	Technology and Information Management	-2271 kg	615	1691	0.6293	-731 kg
1	None	-0.9061	Bakersfield	Oakland, Irvine	-0.8256	117	428	Electrical Engineering, Computer Game Design	875 kg	NULL	-148	1.3182	1128 kg
2	630 mph	0.3969	San Diego	Modesto, Stockton, Sacramento, Santa Clarita	1.2083	2268	1431	Computer Science	427 kg	1090	-201	-0.0399	263 kg
4	-747 mph	0.3951	Anaheim	Los Angeles	1.5829	1538	1743	Games and Playable Media	1004 kg	997	295	2.2316	1909 kg
0	670 mph	-0.0972	Santa Clarita	Fresno, Chula Vista	0.3936	541	582	Human Computer Interaction	1531 kg	-94	-1905	-0.2588	140 kg
4	-745 mph	-0.6569	Stockton	Los Angeles	1.1907	402	1498	Games and Playable Media, Robotics Engineering	696 kg	456	-1489	1.0297	933 kg
2	377 mph	1.8103	San Diego	Stockton, Sacramento, Santa Clarita, Santa Ana	0.698	780	1431	Computer Science	-2374 kg	414	72	0.3864	851 kg
1	796 mph	1.0164	Santa Ana	Oakland	-2.2964	1503	1907	Data Science, Biotechnology, Computer Game Design	1335 kg	-575	513	0.395	501 kg
0	-892 mph	-1.8138	Sacramento	Anaheim	0.1621	964	187	Natural Language Processing	489 kg	521	700	-0.0662	-591 kg
0	1370 mph	1.8103	Chula Vista	Chula Vista	-1.0544	151	471	Computer Science	228 kg	-399	-1346	0.748	1764 kg
5	63 mph	0.7048	San Bernardino	San Francisco, San Bernardino, San Jose	0.9234	-136	364	Applied Mathematics, Computational Media	1539 kg	39	-242	0.7967	656 kg
0	-218 mph	0.9259	San Francisco	Fresno	0.6464	-570	1013	Natural Language Processing, Human Computer Interaction	46 kg	-463	192	-0.5888	226 kg
5	-143 mph	1.6215	San Bernardino	San Francisco, San Jose	1.047	1413	-2025	Computational Media, Applied Mathematics	-181 kg	-240	2632	1.6543	378 kg
0	-365 mph	0.1512	Sacramento	Fresno, Chula Vista	-0.3666	1491	1259	Bioengineering	371 kg	-354	622	-0.2036	361 kg
4	-1253 mph	-0.9299	Santa Clarita	Los Angeles	0.6302	-43	398	Statistics, Robotics Engineering	2714 kg	-173	470	1.4653	773 kg
2	-1550 mph	1.7285	San Diego	Santa Clarita, Santa Ana	4.3711	-344	-3	COMPUTATIONAL MEDIA, TECHNOLOGY AND INFORMATION MANAGEMENT	393 kg	419	661	0.0648	1129 kg
0	1062 mph	0.3338	Santa Clarita	San Diego	-0.0864	2121	-878	Bioinformatics	802 kg	1433	-21	0.0166	-1764 kg
3	853 mph	2.336	San Jose	Fremont	1.1478	404	512	Computer Engineering	977 kg	-11	437	0.5044	2825 kg
2	804 mph	-0.4066	SAN DIEGO	Modesto	0.9278	-359	-28	Computer Science	-929 kg	1111	1162	-1.2457	-428 kg
3	704 mph	0.4612	Los Angeles	Anaheim	-0.9495	128	-511	Computer Engineering	1424 kg	493	1248	1.4178	664 kg
0	1070 mph	0.1321	Irvine	Moreno Valley	0.7675	1755	925	Human Computer Interaction	-743 kg	-270	1736	0.1894	1311 kg
4	-346 mph	1.8298	Oakland	Los Angeles	1.374	1819	1423	Statistics	889 kg	1455	660	2.0174	-587 kg
3	-94 mph	-0.7025	Riverside	Anaheim	-0.64	-162	168	Computer Engineering	2112 kg	373	1247	-0.4955	-122 kg
0	-70 mph	0.0064	San Francisco	Moreno Valley, Chula Vista	-0.4089	509	417	Natural Language Processing	-692 kg	375	1763	-0.3082	1094 kg
1	805 mph	0.3957	Long Beach	Oakland, Irvine	-0.8681	357	972	Data Science, Electrical Engineering, Computer Game Design	1228 kg	1388	-2441	0.4435	527 kg
3	315 mph	1.9417	San Jose	Anaheim	1.2486	1546	472	Computer Engineering	527 kg	-670	565	1.4196	1350 kg
4	373 mph	0.7988	Oakland	los angeles	0.3981	1434	484	Robotics Engineering, Statistics	2044 kg	127	-774	None	1889 kg
2	191 mph	0.7149	San Diego	Fremont	0.5482	-20	1290	Computer Science	-57 kg	225	826	-0.2822	1294 kg
4	406 mph	1.0858	Fresno	Los Angeles	2.1228	890	1983	Statistics	1360 kg	125	-191	1.4343	941 kg
1	-97 mph	1.4193	Fremont	Riverside, Oakland	0.7606	1659	2302	Electrical Engineering, Data Science	712 kg	-50	-1076	0.9405	-34 kg
0	56 mph	-0.1445	Santa Clarita	Fresno, Moreno Valley	2.1997	83	-234	Human Computer Interaction	-882 kg	1348	-567	-0.2449	338 kg
5	627 mph	0.9297	San Bernardino	San Francisco	0.7101	56	208	Applied Mathematics, Technology and Information Management	-1523 kg	410	216	0.1552	252 kg
2	823 mph	0.8356	San Diego	Modesto, Santa Ana, Santa Clarita, Stockton	1.099	-36	1449	Bioinformatics	309 kg	1128	604	0.8401	-400 kg
3	7 mph	1.0842	riverside	Anaheim	-0.9521	108	-497	Computer Engineering	-307 kg	675	828	1.2856	972 kg
2	684 mph	0.0776	San Diego	Stockton, Santa Ana, Modesto	2.4863	201	2958	Computer Science	623 kg	304	?	-0.2562	-202 kg
1	-634 mph	1.0493	Fremont	Oakland	0.9237	387	2270	Data Science, Computer Game Design, Biotechnology	920 kg	1001	-281	0.2045	830 kg
1	-54 mph	0.5622	Bakersfield	Fremont	2.0997	239	1557	Biotechnology, Computer Game Design, Data Science	-923 kg	-963	260	-0.9502	-460 kg
4	1116 mph	1.8965	Chula Vista	Fremont	1.7062	-1671	1717	Robotics Engineering	?	-830	-422	0.5593	-521 kg
1	1693 mph	-1.6614	Fremont	Long Beach, Oakland	0.54	905	1686	Electrical Engineering, Biotechnology	1728 kg	1316	992	0.0916	-559 kg
5	466 mph	-0.6762	San Bernardino	San Bernardino	1.1004	-828	-1463	Computational Media	524 kg	1460	1111	-0.0688	-7 kg
4	1491 mph	1.1769	Anaheim	Los Angeles	0.6981	342	1177	Games and Playable Media, Statistics	n/a	644	237	1.1082	106 kg
3	569 mph	0.1418	Riverside	Anaheim	1.9346	579	-568	Computer Engineering	-674 kg	1420	509	2.804	380 kg
5	706 mph	-2.67	San Bernardino	San Bernardino, San Jose	-0.1242	1439	-116	APPLIED MATHEMATICS, COMPUTATIONAL MEDIA	-147 kg	-143	-945	-1.3272	737 kg
2	642 mph	-0.2005	San Diego	Stockton	1.5818	322	?	Bioinformatics	-195 kg	515	621	1.208	2517 kg
2	375 mph	2.1671	San Diego	Sacramento	-0.3764	2247	1401	Computer Science	-396 kg	-103	1662	0.489	542 kg
0	-1246 mph	-1.6047	Irvine	Chula Vista	-2.0426	2001	631	Natural Language Processing	1074 kg	378	-748	0.8324	803 kg
5	59 mph	-0.8283	Moreno Valley	San Bernardino	-0.3274	40	204	Applied Mathematics	-319 kg	116	-678	1.4221	533 kg
2	1049 mph	0.1	San Diego	Sacramento, Santa Ana, Santa Clarita	1.7041	-1011	957	Computer Science	714 kg	-665	2390	-0.578	826 kg
2	59 mph	0.6999	San Diego	Sacramento	1.271	943	105	Bioinformatics	-965 kg	23	-640	-0.1293	606 kg
5	240 mph	1.0073	San Bernardino	San Francisco, San Bernardino, Bakersfield	0.1997	986	171	Computational Media, Applied Mathematics	301 kg	1594	654	0.9549	566 kg
5	2316 mph	0.59	moreno valley	San Francisco, Bakersfield	0.9011	381	961	Applied Mathematics	-584 kg	539	305	1.437	-574 kg
1	1945 mph	-0.7315	Santa Ana	Long Beach, Riverside	0.8456	447	-1226	Electrical Engineering	-166 kg	283	521	0.9805	1122 kg
0	403 mph	1.4872	Irvine	Moreno Valley	1.2501	15	278	Natural Language Processing, Bioengineering	1180 kg	404	904	-0.5356	1040 kg
4	-358 mph	-0.0811	Anaheim	San Diego	0.7928	492	676	Statistics, Robotics Engineering	225 kg	907	897	2.0305	-89 kg
2	553 mph	0.9918	San Diego	Modesto	0.3719	271	488	Computer Science	-1541 kg	-177	2192	0.0951	644 kg
1	331 mph	0.7644	Fremont	Fremont	0.1275	1720	?	Electrical Engineering, Biotechnology, Computer Game Design	-1317 kg	812	-512	0.038	255 kg
4	212 mph	-0.1042	Stockton	Los Angeles	2.6512	831	1569	Robotics Engineering, Games and Playable Media	2398 kg	1264	485	1.8783	-225 kg
0	-100 mph	0.3027	Irvine	Moreno Valley	-0.1562	-146	3441	Human Computer Interaction, Natural Language Processing	-560 kg	1023	378	-0.2043	790 kg
5	1432 mph	0.6807	Moreno Valley	San Jose	1.4123	693	-252	Technology and Information Management	2442 kg	-1356	-954	0.5442	1050 kg
3	273 mph	0.991	San Jose	Irvine, Long Beach, Riverside	1.3912	-1098	1489	Computer Engineering	708 kg	1570	379	1.0986	1180 kg
3	2004 mph	2.3381	Los Angeles	Modesto, Santa Ana	0.1227	2328	1131	Computer Engineering	-921 kg	90	-698	1.526	119 kg
5	-270 mph	0.5211	San Bernardino	San Jose	0.6284	267	-764	Computational Media	-150 kg	265	51	2.213	1264 kg
2	527 mph	3.2287	San Diego	Santa Ana, Santa Clarita, Sacramento, Modesto	-2.0093	634	393	Bioinformatics	-951 kg	620	-226	0.4255	-397 kg
1	119 mph	-0.6412	Long Beach	Oakland	0.7118	981	1636	Data Science, Electrical Engineering, Biotechnology	191 kg	1611	-1288	-0.9186	352 kg
4	64 mph	0.1968	Fresno	San Diego	0.6678	1816	1591	Statistics	1046 kg	-489	-395	-0.5957	60 kg
0	1420 mph	-1.2591	San Francisco	Fresno, Chula Vista	0.7513	2005	2021	Human Computer Interaction	761 kg	239	1908	-2.2322	361 kg
3	-136 mph	1.659	Los Angeles	Fremont	-0.2968	598	1484	Computer Engineering	1704 kg	-432	1365	-0.6993	1073 kg
4	-645 mph	0.2166	Stockton	San Diego	0.2016	1607	-605	Games and Playable Media, Robotics Engineering	1974 kg	-640	-748	0.7844	715 kg
1	1594 mph	-0.3289	Long Beach	Long Beach, Irvine, Riverside	1.5015	1596	1558	Biotechnology, Computer Game Design	753 kg	-571	-207	-0.9892	1441 kg
5	757 mph	1.6649	San Bernardino	Los Angeles	-1.1042	-1015	1084	Computational Media, Applied Mathematics	-597 kg	829	952	1.5898	541 kg
0	136 mph	-1.5299	Sacramento	Moreno Valley, Fresno	0.4043	-168	897	Natural Language Processing	1343 kg	1923	-1784	0.7155	41 kg
1	-634 mph	-0.1449	Long Beach	Riverside, Oakland	0.5436	1000	1981	Data Science, Computer Game Design, Electrical Engineering	-487 kg	-232	2302	-0.5624	1630 kg
4	704 mph	-0.829	Oakland	Los Angeles	1.2872	1591	515	Robotics Engineering	1264 kg	1044	-514	0.7331	-323 kg
5	829 mph	1.5604	Modesto	San Jose, San Francisco, Bakersfield	1.3779	2093	717	Applied Mathematics, Technology and Information Management	352 kg	482	785	1.8367	-674 kg
1	1394 mph	-0.0866	Fremont	Fresno	-0.4767	2169	640	Biotechnology, Computer Game Design, Data Science	54 kg	-237	793		143 kg
2	147 mph	-0.2696	San Diego	Sacramento	0.4391	91	None	Electrical Engineering, Biotechnology, Data Science	851 kg	262	52	1.4729	2122 kg
5	-337 mph	1.9904	Modesto	sAN fRANCISCO, bAKERSFIELD, sAN jOSE	0.878	-473	-291	Computational Media, Technology and Information Management	133 kg	388	-1469	-0.3465	1824 kg
1	749 mph	0.414	Fremont	Oakland, Riverside	-0.6925	1810	1610	Biotechnology	-182 kg	97	210	0.2027	1496 kg
3	23 mph	1.1137	Los Angeles	Anaheim	-1.4461	1596	729	Computer Engineering	None	201	-455	1.8749	-1135 kg
3	922 mph	-0.3673	Los Angeles	Anaheim	-0.24	-395	-1210	Computer Engineering	740 kg	794	-383	0.6285	836 kg
2	442 mph	1.1079	San Diego	Santa Clarita, Sacramento	0.7736	-902	711	BIOINFORMATICS	68 kg	-674	450	0.5607	1314 kg
3	-253 mph	0.2113	Riverside	Anaheim	0.5475	950	786	Computer Engineering	889 kg	-55	-779	1.7222	-814 kg
4	1959 mph	0.336	Fresno	San Diego	0.918	1061	853	STATISTICS, ROBOTICS ENGINEERING	-425 kg	1523	247	0.6442	-1295 kg
0	1460 mph	0.6047	Irvine	Moreno Valley	-0.1752	1351	1527	Bioengineering, Natural Language Processing	-369 kg	1243	-563	-0.3653	1281 kg
3	-493 mph	2.6023	San Jose	Anaheim	-0.1594	157	428	Computer Engineering	564 kg	-612	494	0.1152	870 kg
0	550 mph	-0.6093	Santa Clarita	Fresno	-0.3292	978	744	Natural Language Processing	345 kg	339	-311	-0.3677	448 kg
0	1661 mph	2.1304	San Francisco	Moreno Valley	0.3534	859	2287	Natural Language Processing, Human Computer Interaction	-4 kg	61	20	1.1906	1581 kg
3	586 mph	1.6544	Riverside	Fremont	-1.0258	-575	589	Computer Engineering	-380 kg	486	713	1.7489	-652 kg
1	613 mph	0.7299	Bakersfield	Riverside, Irvine	-0.0584	246	1127	Electrical Engineering	1868 kg	843	1355	-0.7039	2184 kg
1	199 mph	1.163	Fremont	Irvine, Long Beach, Riverside	1.2805	-114	2270	Electrical Engineering, Computer Game Design	288 kg	1360	864	-1.0682	1271 kg
4	-1717 mph	0.3592	Fresno	San Diego	1.4802	448	2569	Statistics, Robotics Engineering	2296 kg	1353	478	0.9742	622 kg
3	-984 mph	NULL	San Jose	aNAHEIM	0.4475	796	438	Computer Game Design, Electrical Engineering	391 kg	-310	-527	0.9044	42 kg
4	649 mph	2.0661	Anaheim	Los Angeles	1.5137	-142	1280	Statistics, Games and Playable Media	549 kg	-204	-371	1.4198	1064 kg
1	-428 mph	-0.6976	Santa Ana	Riverside	-1.3782	-130	-80	Electrical Engineering, Data Science, Computer Game Design	1122 kg	-64	112	-0.1429	328 kg
5	870 mph	1.5704	Moreno Valley	San Francisco, Bakersfield, San Bernardino	0.1971	-215	-1042	Technology and Information Management, Computational Media	-111 kg	678	-2533	0.9119	16 kg
0	1306 mph	-0.2446	San Francisco	Moreno Valley	0.0761	644	1573	Natural Language Processing	-2 kg	938	771	-2.225	1690 kg
0	242 mph	0.5066	Irvine	Anaheim	0.0657	966	2157	Human Computer Interaction	-521 kg	691	725	-1.1778	1161 kg
5	-580 mph	0.9891	San Bernardino	San Jose	2.1441	-1035	1021	Technology and Information Management	216 kg	-420	-624	0.4155	-502 kg
5	-181 mph	-0.6072	Moreno Valley	San Francisco	2.935	847	2125	Computational Media	406 kg	995	-500	1.849	842 kg
2	-731 mph	1.1061	San Diego	Anaheim	1.3995	447	395	Bioinformatics	-471 kg	47	1234	0.1495	1484 kg
4	352 mph	0.5365	Fresno	LOS ANGELES	1.4371	1829	1109	Robotics Engineering	1728 kg	341	1028	1.9351	None
4	805 mph	1.1807	Oakland	Los Angeles	2.3358	1916	1248	Statistics, Games and Playable Media	1194 kg	550	329	2.1723	1239 kg
1	693 mph	0.0283	San Diego	Irvine, Long Beach	1.6839	-517	1315	Computer Science	-201 kg	-1371	-1226	0.7091	236 kg
2	496 mph	1.3714	San Diego	San Jose, Bakersfield	0.8315	-318	403	Bioinformatics	-464 kg	-112	275	-0.9135	1911 kg
4	-399 mph	-0.7051	Riverside	Los Angeles	2.6207	-825	3640	Statistics, Games and Playable Media	1397 kg	385	188	-0.0064	1529 kg
4	1334 mph	-0.9598	Oakland	Los Angeles	-0.0554	1304	958	Statistics	266 kg	1186	n/a	1.7293	2020 kg
0	873 mph		San Francisco	Anaheim	-0.4124	506	314	Natural Language Processing, Bioengineering	-1280 kg	330	1506	0.304	268 kg
0	73 mph	0.8658	San Francisco	Chula Vista, Fresno	1.2112	719	760	natural language processing, bioengineering	2462 kg	-195	-1037	-0.3405	2711 kg
0	-50 mph	1.9348	Santa Clarita	Chula Vista	-0.3594	1322	1951	Human Computer Interaction, Bioengineering	669 kg	1396	-751	-0.4715	-413 kg
5	196 mph	-0.0006	Modesto	sAN bERNARDINO, sAN jOSE, sAN fRANCISCO	0.1582	-205	147	Applied Mathematics, Computational Media	923 kg	263	-797	0.9885	282 kg
3	1683 mph	0.736	RIVERSIDE	Fremont	0.4147	1561	801	Computer Engineering	604 kg	166	-371	1.3588	-767 kg
3	625 mph	0.5883	Riverside	anaheim	1.3377	-172	921	Computer Engineering	214 kg	-327	1100	2.7141	1027 kg
3	579 mph	-0.0529	San Jose	Fremont	0.3911	-589	1012	Computer Engineering	192 kg	1632	-1089	-0.0374	278 kg
4	131 mph	0.8304	Anaheim	San Jose, Bakersfield	n/a	1077		N/A	1432 kg	-97	456	0.4445	34 kg
1	1315 mph	2.1044	Long Beach	Long Beach, Irvine, Riverside	0.7525	22	-2173	Statistics, Games and Playable Media	-2461 kg	588	-1579	-0.1857	-245 kg
4	590 mph	1.1384	Stockton	Los Angeles	0.0826	655	1104	Statistics, Robotics Engineering	910 kg	552	-213	0.8726	544 kg
2	-539 mph	2.1734	San Diego	Modesto, Santa Clarita, Santa Ana	-0.4038	946	971	Bioinformatics	-1049 kg	-70	1357	0.3996	-74 kg
1	-1262 mph	1.852	Bakersfield	Fremont	3.0764	1781	117	Biotechnology, Electrical Engineering	10 kg	600	602	0.3902	945 kg
1	380 mph	0.4301	Fremont	Oakland	-0.8328	582	168	Biotechnology	1335 kg	37	1431	-0.9743	1228 kg
3	906 mph	2.5742	San Jose	Anaheim	0.7233	292	719	Computer Engineering	845 kg	33	360	0.3411	463 kg
1	670 mph	1.9886	Santa Ana	Riverside, Long Beach, Oakland	-1.6327	591	-248	Computer Game Design	-666 kg	-329	-229	-0.1946	578 kg
5	-944 mph	0.348	San Bernardino	San Jose	1.2212	-5	-1699	Technology and Information Management, Applied Mathematics	1783 kg	322	766	0.2219	211 kg
3	-168 mph	1.5082	San Jose	Anaheim	-0.086	-360	-641	Natural Language Processing, Human Computer Interaction	-615 kg	1240	-525	1.688	1549 kg
3	926 mph	1.2363	Los Angeles	Fremont	2.1656	-1212	-889	Computer Engineering	805 kg	-270	252	0.5833	18 kg
3	189 mph	0.7461	San Jose	Fremont	-0.1782	746	120	Computer Engineering	1115 kg	364	-833	2.3558	1481 kg
4	310 mph	1.1002	Fresno	SACRAMENTO, SANTA CLARITA, SANTA ANA, STOCKTON	3.1481	630	-723	Robotics Engineering	128 kg	612	-882	0.9385	918 kg
3	1153 mph	0.9043	San Jose	Fremont	-0.7758	320	-778	Computer Engineering	-911 kg	-269	1950	0.8251	176 kg
0	385 mph	-1.23	Chula Vista	Moreno Valley, Chula Vista	1.6897	1342	-763	Natural Language Processing	-2219 kg	1438	608	0.873	-183 kg
3	536 mph	0.848	San Jose	Fremont	-1.0234	1035	-22	Computer Engineering	96 kg	-345	-378	0.7736	884 kg
2	404 mph	0.6494	San Diego	Los Angeles	0.9752	1991	214	Computer Science	70 kg	-394	1185	0.8892	1619 kg
0	1750 mph	1.8687	Santa Clarita	Moreno Valley, Chula Vista	0.2381	759	-491	Bioengineering	-568 kg	76	283	-1.7046	35 kg
3	21 mph	-0.6893	San Jose	Anaheim	-0.702	791	n/a	Computer Engineering	-875 kg	536	1785	0.5705	379 kg
2	798 mph	1.3595	San Diego	Stockton	1.1326	305	370	Computer Science	-235 kg	-967	562	-1.4127	1190 kg
0	395 mph	1.6649	Sacramento	Fresno	-3.4549	-101	602	Natural Language Processing, Human Computer Interaction	-728 kg	596	-167	-0.7224	-86 kg
0	564 mph	0.6814	Sacramento	Moreno Valley	1.7675	454	1024	Bioengineering	-1315 kg	1360	-643	-0.7952	-452 kg
4	421 mph	2.0488	Anaheim	San Diego	-0.1257	921	815	Robotics Engineering, Games and Playable Media	916 kg	582	-1100	1.4723	-133 kg
0	540 mph	-0.2687	Chula Vista	Fresno	1.982	1946	2806	bioengineering, natural language processing	-867 kg	684	765	1.0042	1466 kg
5	614 mph	1.6603	San Bernardino	Bakersfield, San Bernardino, San Francisco	0.248	-631	-143	Applied Mathematics	236 kg	996	374	1.9951	818 kg
4	-475 mph	1.3156	Anaheim	Los Angeles	1.6983	-25	2258	Statistics	777 kg	450	-206	-1.2424	382 kg
0	416 mph	1.2752	Chula Vista	Chula Vista, Moreno Valley	1.2566	1231	2541	Computer Game Design, Electrical Engineering	-528 kg	-260	1501	1.5027	-706 kg
4	-356 mph	-0.2045	Stockton	Los Angeles	0.7899	-474	1459	Robotics Engineering, Statistics	1277 kg	1643	-1155	0.3752	689 kg
1	500 mph	0.222	Santa Ana	Oakland, Irvine, Riverside	1.0813	-293	1290	Electrical Engineering, Data Science, Computer Game Design	-374 kg	559	1036	0.1754	1522 kg
4	107 mph	-1.7049	Fresno	San Francisco	0.5058	2351	703	Applied Mathematics, Computational Media	1561 kg	205	703	1.7475	389 kg
5	-1300 mph	1.2283	San Bernardino	Bakersfield	2.4788	-1025	-1006	Applied Mathematics, Computational Media	-470 kg	922	723	0.7375	231 kg
3	468 mph	-0.4275	Los Angeles	Anaheim	0.7527	1283	-1958	Computer Engineering	357 kg	1284	2157	0.496	1559 kg
